model,year,price,type,distance,fuel,tax,miles per galoon,size
13,2016,18990.0,2,12996.0,0,150.0,54.3,2.0
1,2020,27998.0,1,1580.0,3,150.0,43.5,1.5
3,2017,21998.0,0,13941.0,3,145.0,48.7,2.0
3,2019,30898.0,2,6123.0,0,150.0,49.6,3.0
4,2017,24298.0,2,13863.0,0,145.0,60.1,2.0
13,2013,12750.0,0,71558.0,0,160.0,50.4,2.0
4,2016,14495.0,2,51700.0,0,30.0,65.7,2.0
11,2018,21500.0,2,12710.0,3,145.0,44.8,2.0
2,2017,16998.0,2,8096.0,3,145.0,51.4,2.0
4,2019,26798.0,2,16128.0,0,145.0,60.1,2.0
2,2017,19991.0,2,27123.0,0,145.0,62.8,2.0
4,2016,14250.0,0,36099.0,0,20.0,68.9,2.0
2,2018,22500.0,2,11150.0,3,145.0,48.7,2.0
11,2017,18998.0,2,26939.0,0,145.0,65.7,2.0
2,2019,27998.0,2,9624.0,0,150.0,52.3,2.0
0,2019,14698.0,1,14847.0,0,150.0,72.4,1.5
0,2016,14991.0,1,7000.0,0,30.0,65.7,2.0
2,2018,21898.0,2,6425.0,3,145.0,48.7,2.0
1,2015,10500.0,1,31469.0,0,20.0,68.9,2.0
1,2019,24000.0,2,2500.0,3,145.0,39.2,1.5
0,2019,29000.0,2,100.0,0,150.0,48.7,2.0
2,2015,11998.0,1,40325.0,3,125.0,52.3,1.5
15,2014,27995.0,0,43946.0,0,265.0,42.2,3.0
2,2013,10170.0,1,49102.0,0,125.0,57.6,2.0
0,2019,18998.0,2,10974.0,0,145.0,48.7,2.0
2,2015,12600.0,0,78957.0,0,30.0,62.8,2.0
0,2017,15798.0,2,23157.0,3,145.0,54.3,1.5
3,2018,22595.0,2,18937.0,3,145.0,48.7,2.0
0,2019,19298.0,2,10040.0,0,145.0,67.3,2.0
2,2015,12498.0,1,50730.0,0,20.0,68.9,2.0
1,2019,16998.0,1,3935.0,3,150.0,40.9,1.5
12,2018,23750.0,2,15093.0,0,145.0,58.9,2.0
13,2015,17400.0,0,50316.0,0,200.0,47.9,3.0
0,2017,15500.0,1,15645.0,3,125.0,52.3,1.5
0,2017,13798.0,1,34446.0,0,145.0,65.7,2.0
1,2017,17998.0,2,27997.0,0,145.0,57.6,2.0
15,2019,50647.05545071274,2,100.0,0,150.0,37.7,3.0
2,2017,14498.0,2,38328.0,3,150.0,51.4,2.0
0,2016,13500.0,1,29226.0,0,30.0,62.8,2.0
2,2019,24300.0,2,8000.0,3,150.0,44.8,2.0
2,2019,28000.0,0,6148.0,0,145.0,52.3,2.0
0,2014,16998.0,2,30954.0,3,235.0,37.7,3.0
1,2017,16498.0,2,25405.0,0,150.0,64.2,2.0
10,2019,44898.0,2,8124.0,3,145.0,34.0,3.0
4,2018,27990.0,2,18327.0,0,145.0,60.1,3.0
11,2016,16700.0,0,44478.0,0,125.0,60.1,2.0
0,2017,13500.0,1,25975.0,3,145.0,53.3,1.5
14,2018,36000.0,2,5000.0,0,145.0,40.4,3.0
0,2013,6998.0,1,73603.0,0,30.0,62.8,2.0
0,2017,15498.0,2,40228.0,0,125.0,60.1,2.0
0,2017,17498.0,2,17640.0,0,145.0,65.7,2.0
2,2017,20898.0,2,17131.0,0,150.0,64.2,2.0
0,2017,12750.0,0,84633.01661604876,0,125.0,60.1,2.0
1,2020,29000.0,1,5550.0,3,145.0,43.5,1.5
2,2016,19500.0,2,49104.0,0,160.0,51.4,3.0
2,2016,16295.0,1,16604.0,0,30.0,64.2,2.0
2,2017,15998.0,2,16943.0,3,150.0,51.4,2.0
0,2017,13698.0,2,12102.0,0,0.0,78.5,1.5
6,2019,48898.0,2,5000.0,3,145.0,34.5,3.0
2,2017,16000.0,0,45456.0,0,30.0,64.2,2.0
11,2018,20000.0,2,10545.0,0,145.0,60.1,2.0
4,2014,13990.0,2,73837.0,0,160.0,51.4,3.0
2,2016,11998.0,1,49669.0,0,30.0,67.3,2.0
0,2016,13998.0,2,50525.0,0,30.0,65.7,2.0
4,2015,17000.0,2,40750.0,0,160.0,50.4,3.0
0,2019,33500.0,2,5354.0,0,145.0,48.7,2.0
0,2016,11200.0,1,23005.0,3,125.0,53.3,1.5
15,2017,41500.0,0,18000.0,0,145.0,42.8,3.0
11,2017,17995.0,1,23692.0,0,125.0,58.9,2.0
2,2013,10998.0,1,44602.0,0,30.0,61.4,2.0
2,2016,17498.0,2,39239.0,1,0.0,104.0847498788246,2.0
1,2018,17498.0,2,5346.0,3,145.0,39.8,1.5
0,2019,18900.0,1,5379.0,0,145.0,70.6,1.5
0,2017,20500.0,0,24029.0,3,145.0,39.8,3.0
6,2020,50647.05545071274,2,6555.0,0,145.0,42.2,3.0
3,2018,21500.0,2,4038.0,3,150.0,45.6,2.0
3,2018,21498.0,2,8441.0,3,150.0,48.7,2.0
0,2017,12498.0,1,37919.0,0,20.0,72.4,1.5
1,2018,14998.0,1,20001.0,3,150.0,50.4,1.5
11,2019,31490.0,1,105.0,0,145.0,60.1,2.0
0,2016,11400.0,1,21591.0,3,125.0,53.3,1.5
2,2017,18000.0,2,33000.0,0,145.0,60.1,2.0
0,2016,16200.0,2,13369.0,0,20.0,68.9,1.5
2,2017,18998.0,2,28332.0,1,0.0,104.0847498788246,2.0
4,2018,25998.0,2,19479.0,0,145.0,46.3,2.0
2,2019,25898.0,2,11917.0,0,150.0,52.3,2.0
0,2019,25490.0,2,5379.0,3,145.0,39.8,3.0
0,2017,11200.0,1,40399.0,0,145.0,68.9,2.0
0,2017,11800.0,1,23274.0,0,20.0,72.4,1.5
8,2016,31000.0,2,14712.0,3,260.0,35.8,3.0
4,2014,18750.0,2,34219.0,0,200.0,47.9,3.0
5,2015,17498.0,2,51412.0,0,160.0,49.6,3.0
7,2019,50647.05545071274,2,7903.0,0,145.0,38.2,3.0
2,2018,24990.0,2,13271.0,0,150.0,53.3,3.0
2,2016,12750.0,1,30521.0,0,20.0,68.9,2.0
0,2017,16998.0,2,12458.0,0,30.0,62.8,2.0
2,2016,22500.0,2,16890.0,0,160.0,51.4,3.0
7,2020,50647.05545071274,2,3000.0,0,145.0,40.4,3.0
10,2016,29998.0,2,26363.0,3,295.32841497346675,34.0,3.0
11,2017,19498.0,2,18798.0,0,145.0,55.4,2.0
2,2016,13498.0,2,45341.0,0,0.0,74.3,2.0
0,2016,13000.0,1,26631.0,3,125.0,52.3,1.5
2,2016,18000.0,2,15088.0,0,145.0,55.4,3.0
2,2019,26498.0,2,21165.0,0,145.0,48.7,2.0
4,2017,20998.0,2,21068.0,0,145.0,62.8,2.0
2,2016,14498.0,2,58872.0,0,30.0,67.3,2.0
2,2016,17298.0,2,27985.0,1,0.0,104.0847498788246,2.0
1,2019,22990.0,1,3205.0,3,145.0,52.3,1.5
4,2016,14400.0,0,51552.0,0,30.0,62.8,2.0
0,2018,15800.0,2,11132.0,3,145.0,55.5,1.5
11,2019,25500.0,0,2984.0,0,145.0,60.1,2.0
0,2016,14200.0,0,36858.0,0,125.0,60.1,2.0
4,2019,26898.0,2,4917.0,0,145.0,65.7,2.0
14,2016,21995.0,0,38900.0,0,145.0,54.3,2.0
13,2019,33990.0,2,11.0,0,145.0,54.3,2.0
13,2017,15500.0,1,74907.0,0,145.0,52.3,2.0
0,2018,15500.0,1,5827.0,3,145.0,37.7,1.5
11,2018,16995.0,2,17276.0,3,150.0,46.3,1.5
0,2016,14998.0,1,23879.0,0,30.0,62.8,2.0
11,2017,17998.0,0,33358.0,0,125.0,60.1,2.0
0,2016,13491.0,1,24000.0,0,30.0,65.7,2.0
13,2017,22000.0,0,19057.0,0,145.0,54.3,2.0
0,2018,16000.0,1,7000.0,0,145.0,50.4,1.5
15,2019,50647.05545071274,2,6000.0,0,150.0,37.7,3.0
4,2017,21498.0,2,34296.0,0,145.0,65.7,2.0
11,2016,19998.0,2,21621.0,0,145.0,55.4,2.0
1,2017,15750.0,2,18652.0,0,145.0,65.7,2.0
0,2016,15498.0,2,35340.0,0,30.0,65.7,2.0
2,2016,15100.0,0,29213.0,0,30.0,64.2,2.0
11,2016,18998.0,2,30434.0,0,125.0,57.6,2.0
2,2019,27995.0,2,2460.0,0,145.0,53.3,2.0
2,2019,26498.0,2,13579.0,0,145.0,48.7,2.0
11,2016,17698.0,1,29018.0,0,125.0,58.9,2.0
2,2017,18995.0,2,23505.0,0,145.0,64.2,2.0
2,2019,26390.0,2,5288.0,0,145.0,57.7,2.0
3,2017,16800.0,0,44011.0,0,150.0,65.7,2.0
14,2016,25000.0,2,25085.0,0,200.0,47.9,3.0
0,2018,14000.0,1,19995.0,3,145.0,37.7,1.5
0,2013,7998.0,1,74772.0,0,30.0,65.7,2.0
2,2017,20998.0,2,14997.0,0,145.0,51.4,3.0
4,2018,25998.0,2,30810.0,0,150.0,60.1,3.0
3,2019,27000.0,2,1400.0,0,145.0,65.7,2.0
11,2017,18900.0,0,33514.0,0,145.0,60.1,2.0
4,2019,33000.0,2,12250.0,0,150.0,53.3,3.0
2,2018,27000.0,0,13430.0,0,145.0,49.6,3.0
0,2015,12498.0,2,14501.0,0,0.0,78.5,1.5
0,2017,21498.0,2,23699.0,3,200.0,39.8,3.0
15,2016,32998.0,0,12525.0,0,200.0,47.1,3.0
11,2019,22500.0,1,1272.0,3,145.0,54.3,1.5
13,2017,18000.0,0,74852.0,0,150.0,47.1,3.0
0,2019,18500.0,2,12054.0,3,150.0,54.3,1.5
10,2020,43000.0,2,40.0,3,145.0,34.0,3.0
2,2016,11298.0,1,64308.0,0,20.0,68.9,2.0
4,2015,11450.0,1,60529.0,0,30.0,65.7,2.0
1,2016,12498.0,1,16793.0,3,30.0,57.6,1.5
14,2019,33898.0,2,10792.0,0,150.0,42.8,2.0
2,2014,14000.0,1,32139.0,3,205.0,43.5,2.0
2,2014,16800.0,2,50687.0,0,160.0,52.3,3.0
0,2016,19000.0,2,42792.0,3,200.0,39.8,3.0
2,2017,17695.0,2,24909.0,0,145.0,62.8,2.0
2,2017,14998.0,1,13309.0,3,150.0,48.7,2.0
4,2017,23998.0,2,13970.0,0,145.0,65.7,2.0
1,2016,14998.0,2,32274.0,3,125.0,51.4,1.5
0,2017,15500.0,0,22812.0,0,20.0,68.9,1.5
11,2017,22000.0,2,16500.0,3,145.0,44.8,2.0
2,2017,14990.0,2,48604.0,0,30.0,67.3,2.0
2,2017,20498.0,2,7926.0,0,145.0,56.5,3.0
0,2016,13498.0,2,42001.0,0,20.0,68.9,1.5
2,2015,13000.0,1,61443.0,3,200.0,39.8,2.0
5,2018,28495.0,2,21525.0,0,145.0,49.6,3.0
2,2019,17800.0,0,22310.0,0,145.0,64.2,2.0
0,2018,16000.0,2,24275.0,0,145.0,68.9,1.5
4,2017,21998.0,2,25260.0,0,145.0,60.1,2.0
15,2013,16498.0,0,56003.0,0,295.32841497346675,38.2,3.0
4,2018,24498.0,2,15032.0,0,145.0,68.9,2.0
11,2017,18998.0,2,32217.0,0,145.0,55.4,2.0
9,2017,38000.0,2,14894.0,3,295.32841497346675,34.0,3.0
0,2017,11900.0,1,22920.0,3,145.0,53.3,1.5
2,2014,14000.0,2,73923.0,0,160.0,52.3,3.0
2,2016,22000.0,2,31250.0,0,165.0,51.4,3.0
0,2013,8298.0,1,60741.0,0,30.0,65.7,2.0
0,2016,12498.0,1,38276.0,0,20.0,70.6,1.5
11,2019,30900.0,2,678.0,0,145.0,65.7,2.0
13,2013,12000.0,0,79972.0,0,200.0,47.1,3.0
10,2020,50647.05545071274,2,2000.0,3,145.0,32.5,3.0
1,2018,19000.0,2,3764.0,3,145.0,53.3,1.5
2,2019,20498.0,2,6160.0,3,150.0,44.8,2.0
2,2019,22898.0,0,12249.0,0,145.0,62.8,2.0
2,2019,28898.0,2,1250.0,3,145.0,42.2,2.0
13,2016,21000.0,2,15989.0,0,145.0,54.3,2.0
0,2016,13200.0,1,17393.0,0,30.0,65.7,2.0
3,2018,22000.0,2,10948.0,0,145.0,60.1,2.0
17,2019,50647.05545071274,2,4900.0,0,145.0,33.6,3.0
13,2014,15795.0,2,63000.0,0,145.0,54.3,2.0
2,2016,18998.0,2,28762.0,0,160.0,51.4,3.0
0,2017,20498.0,2,16875.0,3,145.0,39.8,3.0
19,2019,50647.05545071274,0,6000.0,1,140.0,104.0847498788246,1.5
11,2018,18000.0,1,16066.0,3,150.0,51.4,1.5
0,2017,21498.0,2,21200.0,3,200.0,39.8,3.0
1,2020,36000.0,2,5550.0,3,145.0,36.2,2.0
13,2013,14000.0,2,47111.0,0,160.0,50.4,2.0
1,2016,19999.0,2,29139.0,3,205.0,39.8,3.0
1,2017,15998.0,2,30330.0,0,145.0,64.2,2.0
13,2015,16998.0,2,73312.0,0,145.0,54.3,2.0
0,2016,12500.0,1,24111.0,3,145.0,47.1,1.6
0,2017,16800.0,2,16761.0,0,145.0,67.3,2.0
3,2019,21998.0,2,19856.0,0,145.0,65.7,2.0
2,2017,17998.0,2,34118.0,0,150.0,60.1,2.0
11,2017,19862.0,2,11000.0,0,150.0,55.4,2.0
0,2014,9460.0,1,53872.0,0,30.0,65.7,2.0
2,2019,32990.0,2,9503.0,0,145.0,49.6,2.0
0,2016,11100.0,1,29508.0,3,125.0,53.3,1.5
0,2018,16500.0,2,7656.0,3,145.0,37.2,1.5
2,2016,14000.0,1,30679.0,0,125.0,62.8,2.0
0,2016,12100.0,0,25786.0,0,0.0,74.3,2.0
0,2019,21898.0,1,4100.0,3,150.0,41.5,1.5
0,2016,13950.0,2,40000.0,0,20.0,67.3,2.0
2,2017,23500.0,2,21798.0,0,145.0,49.6,3.0
0,2017,11800.0,1,29840.0,0,20.0,68.9,2.0
3,2019,29000.0,2,14000.0,0,145.0,50.4,3.0
2,2017,20998.0,2,26252.0,0,145.0,51.4,3.0
11,2017,19998.0,2,17922.0,0,145.0,55.4,2.0
0,2018,17498.0,2,17063.0,3,145.0,36.7,2.0
0,2017,12491.0,1,19167.0,0,20.0,68.9,2.0
2,2019,23898.0,0,11603.0,0,145.0,52.3,2.0
2,2017,16500.0,1,16570.0,0,125.0,58.9,2.0
15,2017,29945.0,0,30207.0,0,200.0,47.1,3.0
2,2017,19698.0,2,44075.0,0,145.0,51.4,3.0
4,2018,27498.0,2,13197.0,1,140.0,104.0847498788246,2.0
0,2016,13895.0,2,31453.0,0,20.0,67.3,2.0
3,2019,29990.0,2,10013.0,0,145.0,49.6,3.0
0,2016,9400.0,1,44498.0,0,0.0,83.1,1.5
2,2015,20000.0,2,39700.0,0,160.0,50.4,3.0
11,2016,17298.0,2,48697.0,0,125.0,57.6,2.0
2,2013,10998.0,2,74712.0,3,205.0,42.8,2.0
2,2013,9998.0,2,46121.0,0,30.0,62.8,2.0
1,2014,11999.0,1,31289.0,0,30.0,62.8,2.0
3,2019,25000.0,2,10996.0,0,145.0,60.1,2.0
14,2017,23000.0,0,34960.0,0,150.0,54.3,2.0
0,2017,21500.0,2,19486.0,3,145.0,39.8,3.0
3,2018,24000.0,1,24848.0,3,145.0,36.7,3.0
15,2019,45995.0,2,16644.0,0,150.0,37.7,3.0
1,2016,15498.0,2,14313.0,3,125.0,51.4,1.5
0,2019,19498.0,2,9739.0,0,145.0,67.3,2.0
0,2019,34990.0,2,4020.0,0,145.0,48.7,2.0
0,2018,14600.0,0,6522.0,3,145.0,37.2,1.5
13,2016,20500.0,2,37000.0,0,145.0,54.3,2.0
13,2015,17000.0,2,35500.0,0,200.0,47.9,3.0
0,2018,17498.0,1,10374.0,0,145.0,49.6,2.0
2,2019,21998.0,2,7237.0,0,145.0,60.1,2.0
4,2019,30998.0,2,11675.0,0,145.0,56.5,3.0
14,2018,34000.0,2,935.0,0,145.0,42.8,2.0
3,2016,15500.0,0,45856.0,0,30.0,65.7,2.0
0,2014,9300.0,1,51203.0,0,30.0,65.7,2.0
2,2020,40000.0,2,2000.0,0,145.0,47.9,3.0
11,2016,19498.0,2,20153.0,0,145.0,55.4,2.0
16,2016,30998.0,2,26782.0,0,200.0,44.8,3.0
2,2017,17998.0,2,32000.0,0,145.0,62.8,2.0
13,2017,24500.0,2,12674.0,0,145.0,54.3,2.0
11,2017,14000.0,0,54120.0,0,30.0,65.7,2.0
2,2013,15500.0,2,46500.0,0,150.0,55.4,3.0
1,2019,30000.0,2,5555.0,3,145.0,38.2,3.0
0,2018,16998.0,1,19154.0,0,150.0,49.6,2.0
2,2019,26498.0,2,7098.0,3,150.0,41.5,2.0
5,2016,22798.0,2,19366.0,3,260.0,36.7,3.0
0,2013,10998.0,2,41501.0,0,30.0,64.2,2.0
3,2014,14000.0,0,47348.0,0,125.0,60.1,2.0
2,2016,16998.0,2,43695.0,1,0.0,104.0847498788246,2.0
4,2017,22990.0,2,33492.0,0,145.0,60.1,2.0
2,2017,18298.0,2,33384.0,1,0.0,104.0847498788246,2.0
0,2014,11998.0,1,20990.0,0,30.0,64.2,2.0
1,2018,16998.0,1,5898.0,3,145.0,42.2,1.5
11,2015,16900.0,2,42530.0,0,125.0,57.6,2.0
2,2016,14400.0,0,51994.0,0,30.0,62.8,2.0
3,2017,20800.0,2,14774.0,0,125.0,58.9,2.0
11,2017,16698.0,2,25291.0,0,30.0,65.7,2.0
4,2015,13498.0,2,84633.01661604876,0,30.0,62.8,2.0
11,2016,18498.0,2,28813.0,0,145.0,55.4,2.0
2,2014,12998.0,1,31826.0,0,125.0,57.6,2.0
12,2019,23000.0,2,929.0,3,145.0,40.4,2.0
1,2017,13000.0,0,61818.0,2,0.0,104.0847498788246,1.5
0,2018,25990.0,2,6500.0,3,150.0,32.5,3.0
4,2015,16000.0,2,64194.0,0,165.0,51.4,3.0
2,2019,23498.0,2,10629.0,0,145.0,57.7,2.0
2,2017,14498.0,1,21105.0,3,150.0,48.7,2.0
2,2019,29998.0,2,8765.0,3,145.0,41.5,2.0
11,2016,19850.0,2,14542.0,0,125.0,60.1,2.0
0,2018,17500.0,0,14037.0,3,145.0,54.3,1.5
13,2015,16500.0,2,48000.0,0,145.0,54.3,2.0
3,2017,17495.0,1,13471.0,3,145.0,46.3,2.0
2,2019,23298.0,2,11326.0,0,145.0,54.3,2.0
0,2019,17498.0,0,10565.0,0,145.0,72.4,1.5
2,2017,19898.0,2,40238.0,0,145.0,53.3,3.0
13,2016,19490.0,2,43688.0,0,145.0,54.3,2.0
4,2014,11000.0,0,84633.01661604876,0,30.0,62.8,2.0
1,2019,27500.0,2,7000.0,3,145.0,38.2,3.0
4,2018,30500.0,2,9671.0,3,145.0,39.2,3.0
2,2015,13995.0,2,46316.0,3,160.0,46.3,2.0
0,2016,14998.0,0,30300.0,0,30.0,65.7,2.0
3,2019,21998.0,2,11032.0,0,145.0,65.7,2.0
11,2016,19295.0,2,13049.0,0,125.0,57.6,2.0
0,2015,11100.0,1,11524.0,0,0.0,83.1,1.5
3,2016,18998.0,2,20151.0,0,145.0,53.3,3.0
2,2018,25000.0,2,23555.0,0,145.0,49.6,3.0
13,2016,21000.0,2,24002.0,0,145.0,54.3,2.0
2,2016,17998.0,2,44888.0,0,160.0,51.4,3.0
3,2018,19498.0,2,27198.0,0,145.0,65.7,2.0
1,2019,27500.0,0,3286.0,3,145.0,39.8,3.0
2,2017,13600.0,1,22763.0,3,145.0,48.7,2.0
2,2018,21300.0,2,18564.0,0,145.0,60.1,2.0
2,2019,23298.0,2,11974.0,0,145.0,54.3,2.0
2,2016,17498.0,2,27146.0,0,150.0,56.5,3.0
2,2013,10850.0,0,73271.0,0,145.0,55.4,3.0
19,2017,48898.0,0,36127.0,1,0.0,104.0847498788246,1.5
0,2017,11100.0,1,30865.0,0,145.0,72.4,1.5
13,2015,19500.0,2,41567.0,0,145.0,54.3,2.0
5,2017,27500.0,2,21083.0,0,145.0,51.4,3.0
0,2016,12700.0,0,24592.0,0,20.0,68.9,2.0
3,2016,18500.0,2,22566.0,0,145.0,55.4,3.0
2,2015,15195.0,2,56000.0,0,145.0,56.5,2.0
2,2019,22000.0,2,10300.0,0,145.0,55.4,2.0
13,2016,15500.0,0,77823.0,0,125.0,54.3,2.0
3,2019,24700.0,2,5196.0,0,145.0,65.7,2.0
2,2017,15998.0,2,19675.0,3,125.0,51.4,2.0
0,2015,13998.0,2,38279.0,0,125.0,60.1,2.0
0,2013,8998.0,1,34750.0,0,30.0,65.7,2.0
1,2015,11679.0,1,46200.0,3,30.0,54.3,1.5
0,2019,19598.0,2,11308.0,0,145.0,67.3,2.0
2,2017,14250.0,0,55594.0,2,135.0,104.0847498788246,2.0
0,2019,32000.0,2,4493.0,3,145.0,34.5,2.0
4,2018,24595.0,2,28502.0,0,145.0,65.7,2.0
2,2017,21498.0,2,13102.0,0,145.0,51.4,3.0
2,2015,12498.0,2,84633.01661604876,0,125.0,60.1,2.0
0,2018,13295.0,1,18712.0,0,145.0,50.4,2.0
3,2019,29990.0,2,6644.0,0,145.0,49.6,3.0
0,2016,14300.0,0,22461.0,0,20.0,67.3,2.0
4,2019,28000.0,2,5739.0,0,145.0,62.8,2.0
11,2018,16995.0,2,17276.0,3,150.0,46.3,1.5
2,2013,10998.0,1,72315.0,0,30.0,61.4,2.0
3,2017,19498.0,2,16463.0,0,145.0,65.7,2.0
1,2014,11999.0,1,31289.0,0,30.0,62.8,2.0
0,2019,18990.0,1,6615.0,0,145.0,70.6,1.5
12,2019,30000.0,2,5431.0,0,145.0,48.7,2.0
10,2020,50000.0,2,700.0,3,145.0,34.0,3.0
11,2016,19498.0,2,19850.0,0,145.0,55.4,2.0
4,2014,9998.0,2,82681.0,0,30.0,62.8,2.0
11,2017,18998.0,2,28686.0,0,125.0,57.6,2.0
11,2019,28500.0,1,105.0,0,145.0,68.9,2.0
2,2016,15800.0,1,11231.0,3,145.0,47.9,2.0
2,2016,19000.0,2,40500.0,0,145.0,53.3,3.0
13,2014,14495.0,2,56787.0,0,150.0,54.3,2.0
0,2016,14498.0,1,24382.0,0,20.0,70.6,1.5
2,2019,26998.0,2,15002.0,0,145.0,48.7,2.0
1,2018,17998.0,2,5877.0,3,145.0,40.9,1.5
11,2016,19000.0,2,15605.0,0,125.0,60.1,2.0
0,2016,9200.0,1,48858.0,0,0.0,83.1,1.5
15,2019,50000.0,2,5145.0,0,150.0,37.7,3.0
6,2019,49000.0,2,7970.0,0,145.0,44.8,3.0
2,2017,19498.0,2,56785.0,0,145.0,51.4,3.0
12,2019,21998.0,1,5687.0,3,150.0,41.5,1.5
6,2018,25998.0,2,22892.0,3,145.0,41.5,3.0
1,2019,22500.0,2,5058.0,3,145.0,50.4,2.0
11,2017,14000.0,1,20925.0,0,150.0,68.9,2.0
11,2016,19300.0,2,25300.0,0,125.0,60.1,2.0
4,2019,42500.0,2,3555.0,0,145.0,51.4,3.0
1,2020,30000.0,2,914.0,3,145.0,42.2,1.5
3,2019,31898.0,2,4125.0,0,145.0,50.4,3.0
10,2018,36498.0,2,7732.0,3,145.0,34.0,3.0
2,2016,13998.0,1,47274.0,3,200.0,41.5,2.0
0,2015,9700.0,0,75124.0,0,20.0,70.6,2.0
13,2015,17498.0,2,48867.0,0,145.0,54.3,2.0
4,2013,10495.0,2,83380.0,0,125.0,57.6,2.0
2,2016,13998.0,2,38417.0,0,30.0,67.3,2.0
0,2014,10998.0,0,56379.0,3,145.0,48.7,1.6
1,2015,18998.0,2,24859.0,3,260.0,37.2,3.0
4,2019,25500.0,0,1032.0,0,145.0,65.7,2.0
15,2016,19750.0,0,84633.01661604876,0,165.0,52.3,2.0
2,2018,20500.0,2,12133.0,3,145.0,48.7,2.0
0,2015,12298.0,2,37634.0,0,30.0,64.2,2.0
0,2019,21998.0,2,4061.0,3,145.0,54.3,1.5
2,2019,22998.0,2,6394.0,0,150.0,54.3,2.0
14,2016,20998.0,2,62862.0,0,205.0,47.9,3.0
2,2017,19990.0,2,25212.0,0,145.0,62.8,2.0
2,2015,11500.0,1,59634.0,0,125.0,61.4,2.0
14,2018,32000.0,2,10920.0,0,150.0,42.8,2.0
2,2015,18500.0,2,38218.0,0,165.0,51.4,3.0
2,2016,13798.0,2,46673.0,0,0.0,74.3,2.0
2,2019,27498.0,2,9091.0,0,150.0,52.3,2.0
11,2016,18490.0,1,19064.0,0,125.0,60.1,2.0
4,2017,23500.0,0,25034.0,0,200.0,47.9,3.0
3,2017,19800.0,1,17410.0,3,150.0,40.9,2.0
19,2016,48998.0,0,10087.0,1,0.0,104.0847498788246,1.5
2,2017,21998.0,2,21784.0,0,145.0,56.5,3.0
2,2018,20998.0,2,28180.0,3,145.0,48.7,2.0
4,2017,23898.0,2,11896.0,0,30.0,65.7,2.0
1,2018,16998.0,1,12792.0,0,150.0,51.4,2.0
2,2017,18500.0,0,27139.0,0,160.0,51.4,3.0
4,2019,28000.0,2,16000.0,0,145.0,60.1,3.0
1,2019,21500.0,2,2070.0,3,145.0,40.9,1.5
11,2017,17998.0,2,33534.0,0,150.0,55.4,2.0
0,2018,15498.0,1,5953.0,3,150.0,53.3,1.5
1,2015,14998.0,2,29809.0,0,20.0,68.9,2.0
0,2017,12700.0,1,21809.0,3,145.0,53.3,1.5
11,2017,18498.0,1,13278.0,0,125.0,58.9,2.0
1,2018,14998.0,1,2683.0,3,145.0,44.1,1.5
0,2020,22000.0,1,2000.0,3,145.0,44.1,1.5
2,2016,18998.0,2,19125.0,0,150.0,53.3,3.0
0,2017,14498.0,1,28831.0,0,145.0,65.7,2.0
1,2019,22000.0,1,3266.0,3,145.0,52.3,1.5
2,2016,12700.0,1,17385.0,0,20.0,72.4,2.0
12,2019,29000.0,2,1418.0,3,145.0,36.2,2.0
0,2015,13500.0,1,31652.0,0,30.0,62.8,2.0
3,2017,17410.0,0,37842.0,0,145.0,65.7,2.0
4,2016,19998.0,2,16555.0,0,160.0,51.4,2.0
15,2015,23491.0,0,43271.0,0,205.0,47.9,2.0
11,2016,20900.0,2,15537.0,3,165.0,44.8,2.0
4,2014,12400.0,0,46356.0,0,30.0,62.8,2.0
4,2019,40000.0,2,1034.0,3,145.0,39.2,3.0
0,2017,13500.0,1,16423.0,0,150.0,72.4,1.5
0,2016,8800.0,1,51002.0,0,0.0,83.1,1.5
0,2015,16314.0,1,17846.0,3,295.32841497346675,35.3,3.0
4,2014,15495.0,2,51565.0,0,160.0,51.4,2.0
15,2019,50647.05545071274,2,5597.0,0,145.0,37.7,3.0
